ID;Fecha_ini;lat;lon;Descripcion
0B38DAE79059;22/05/2018;43,179389;-2,488504;UNIVERSIDAD
0B75FE3A4FB6;22/05/2018;43,178889;-2,489488;HEXAGONO
0B1FDF90050B;09/06/2018;;;ELGOIBAR
0B76C7C0FD4F;12/04/2019; 43.216864;-2.429097;ELGOIBAR_INIGO
